Id,Activity
386,SITTING
387,SITTING
388,SITTING
389,SITTING
390,SITTING
391,SITTING
392,SITTING
393,SITTING
394,SITTING
395,SITTING
396,SITTING
397,SITTING
398,SITTING
399,SITTING
400,SITTING
401,SITTING
402,SITTING
403,SITTING
404,SITTING
405,SITTING
406,SITTING
407,SITTING
408,SITTING
409,SITTING
410,SITTING
411,SITTING
412,SITTING
413,SITTING
414,SITTING
415,SITTING
416,SITTING
417,SITTING
418,SITTING
419,SITTING
420,SITTING
421,SITTING
422,SITTING
423,SITTING
424,SITTING
425,SITTING
426,SITTING
427,SITTING
428,SITTING
429,SITTING
430,SITTING
431,SITTING
432,SITTING
433,SITTING
434,SITTING
435,SITTING
436,SITTING
437,SITTING
438,SITTING
439,SITTING
440,SITTING
441,SITTING
442,SITTING
443,SITTING
444,SITTING
445,SITTING
446,SITTING
447,SITTING
448,SITTING
449,SITTING
450,SITTING
451,SITTING
452,SITTING
453,SITTING
454,SITTING
455,SITTING
456,SITTING
457,SITTING
458,SITTING
459,SITTING
460,SITTING
461,SITTING
462,SITTING
463,SITTING
464,SITTING
465,SITTING
466,SITTING
467,SITTING
468,SITTING
469,SITTING
470,SITTING
471,SITTING
472,SITTING
473,SITTING
474,SITTING
475,SITTING
476,SITTING
477,SITTING
478,SITTING
479,SITTING
480,SITTING
481,SITTING
482,SITTING
483,SITTING
484,SITTING
485,SITTING
486,SITTING
487,SITTING
488,SITTING
489,SITTING
490,SITTING
491,SITTING
492,SITTING
493,SITTING
494,SITTING
495,SITTING
496,SITTING
497,SITTING
498,SITTING
499,SITTING
500,SITTING
501,SITTING
502,SITTING
503,SITTING
504,SITTING
505,SITTING
506,SITTING
507,SITTING
508,SITTING
509,SITTING
510,SITTING
511,SITTING
512,SITTING
513,SITTING
514,SITTING
515,SITTING
516,SITTING
517,SITTING
518,SITTING
519,SITTING
520,SITTING
521,SITTING
522,SITTING
523,SITTING
524,SITTING
525,SITTING
526,SITTING
527,SITTING
528,SITTING
529,SITTING
530,SITTING
531,SITTING
532,SITTING
533,SITTING
534,SITTING
535,SITTING
536,SITTING
537,SITTING
538,SITTING
539,SITTING
540,SITTING
541,SITTING
542,SITTING
543,SITTING
544,SITTING
545,SITTING
546,SITTING
547,SITTING
548,SITTING
549,SITTING
550,SITTING
551,SITTING
552,SITTING
553,SITTING
554,SITTING
555,SITTING
556,SITTING
557,SITTING
558,SITTING
559,SITTING
560,SITTING
561,SITTING
562,SITTING
563,SITTING
564,SITTING
565,SITTING
566,SITTING
567,SITTING
568,SITTING
569,SITTING
570,SITTING
571,SITTING
572,SITTING
573,SITTING
574,SITTING
575,SITTING
576,SITTING
577,SITTING
578,SITTING
579,SITTING
580,SITTING
581,SITTING
582,SITTING
583,SITTING
584,SITTING
585,SITTING
586,SITTING
587,SITTING
588,SITTING
589,SITTING
590,SITTING
591,SITTING
592,SITTING
593,SITTING
594,SITTING
595,SITTING
596,SITTING
597,SITTING
598,SITTING
599,SITTING
600,SITTING
601,SITTING
602,SITTING
603,SITTING
604,SITTING
605,SITTING
606,SITTING
607,SITTING
608,SITTING
609,SITTING
610,SITTING
611,SITTING
612,SITTING
613,SITTING
614,SITTING
615,SITTING
616,SITTING
617,SITTING
618,SITTING
619,SITTING
620,SITTING
621,SITTING
622,SITTING
623,SITTING
624,SITTING
625,SITTING
626,SITTING
627,SITTING
628,SITTING
629,SITTING
630,SITTING
631,SITTING
632,SITTING
633,SITTING
634,SITTING
635,SITTING
636,SITTING
637,SITTING
638,SITTING
639,SITTING
640,SITTING
641,SITTING
642,SITTING
643,SITTING
644,SITTING
645,SITTING
646,SITTING
647,SITTING
648,SITTING
649,SITTING
650,SITTING
651,SITTING
652,SITTING
653,SITTING
654,SITTING
655,SITTING
656,SITTING
657,SITTING
658,SITTING
659,SITTING
660,SITTING
661,SITTING
662,SITTING
663,SITTING
664,SITTING
665,SITTING
666,SITTING
667,SITTING
668,SITTING
669,SITTING
670,SITTING
671,SITTING
672,SITTING
673,SITTING
674,SITTING
675,SITTING
676,SITTING
677,SITTING
678,SITTING
679,SITTING
680,SITTING
681,SITTING
682,SITTING
683,SITTING
684,SITTING
685,SITTING
686,SITTING
687,SITTING
688,SITTING
689,SITTING
690,SITTING
691,SITTING
692,SITTING
693,SITTING
694,SITTING
695,SITTING
696,SITTING
697,SITTING
698,SITTING
699,SITTING
700,SITTING
701,SITTING
702,SITTING
703,SITTING
704,SITTING
705,SITTING
706,SITTING
707,SITTING
708,SITTING
709,SITTING
710,SITTING
711,SITTING
712,SITTING
713,SITTING
714,SITTING
715,SITTING
716,SITTING
717,SITTING
718,SITTING
719,SITTING
720,SITTING
721,SITTING
722,SITTING
723,SITTING
724,SITTING
725,SITTING
726,SITTING
727,SITTING
728,SITTING
729,SITTING
730,SITTING
731,SITTING
732,SITTING
733,SITTING
734,SITTING
735,SITTING
736,SITTING
737,SITTING
738,SITTING
739,SITTING
740,SITTING
741,SITTING
742,SITTING
743,SITTING
744,SITTING
745,SITTING
746,SITTING
747,SITTING
748,SITTING
749,SITTING
750,SITTING
751,SITTING
752,SITTING
753,SITTING
754,SITTING
755,SITTING
756,SITTING
757,SITTING
758,SITTING
759,SITTING
760,SITTING
761,SITTING
762,SITTING
763,SITTING
764,SITTING
765,SITTING
766,SITTING
767,SITTING
768,SITTING
769,SITTING
770,SITTING
771,SITTING
772,SITTING
773,SITTING
774,SITTING
775,SITTING
776,SITTING
777,SITTING
778,SITTING
779,SITTING
780,SITTING
781,SITTING
782,SITTING
783,SITTING
784,SITTING
785,SITTING
786,SITTING
787,SITTING
788,SITTING
789,SITTING
790,SITTING
791,SITTING
792,SITTING
793,SITTING
794,SITTING
795,SITTING
796,SITTING
797,SITTING
798,SITTING
799,SITTING
800,SITTING
801,SITTING
802,SITTING
803,SITTING
804,SITTING
805,SITTING
806,SITTING
807,SITTING
808,SITTING
809,SITTING
810,SITTING
811,SITTING
812,SITTING
813,SITTING
814,SITTING
815,SITTING
816,SITTING
817,SITTING
818,SITTING
819,SITTING
820,SITTING
821,SITTING
822,SITTING
823,SITTING
824,SITTING
825,SITTING
826,SITTING
827,SITTING
828,SITTING
829,SITTING
830,SITTING
831,SITTING
832,SITTING
833,SITTING
834,SITTING
835,SITTING
836,SITTING
837,SITTING
838,SITTING
839,SITTING
840,SITTING
841,SITTING
842,SITTING
843,SITTING
844,SITTING
845,SITTING
846,SITTING
847,SITTING
848,SITTING
849,SITTING
850,SITTING
851,SITTING
852,SITTING
853,SITTING
854,SITTING
855,SITTING
856,SITTING
857,SITTING
858,SITTING
859,SITTING
860,SITTING
861,SITTING
862,SITTING
863,SITTING
864,SITTING
865,SITTING
866,SITTING
867,SITTING
868,SITTING
869,SITTING
870,SITTING
871,SITTING
872,SITTING
873,SITTING
874,SITTING
875,SITTING
876,SITTING
877,SITTING
878,SITTING
879,SITTING
880,SITTING
881,SITTING
882,SITTING
883,SITTING
884,SITTING
885,SITTING
886,SITTING
887,SITTING
888,SITTING
889,SITTING
890,SITTING
891,SITTING
892,SITTING
893,SITTING
894,SITTING
895,SITTING
896,SITTING
897,SITTING
898,SITTING
899,SITTING
900,SITTING
901,SITTING
902,SITTING
903,SITTING
904,SITTING
905,SITTING
906,SITTING
907,SITTING
908,SITTING
909,SITTING
910,SITTING
911,SITTING
912,SITTING
913,SITTING
914,SITTING
915,SITTING
916,SITTING
917,SITTING
918,SITTING
919,SITTING
920,SITTING
921,SITTING
922,SITTING
923,SITTING
924,SITTING
925,SITTING
926,SITTING
927,SITTING
928,SITTING
929,SITTING
930,SITTING
931,SITTING
932,SITTING
933,SITTING
934,SITTING
935,SITTING
936,SITTING
937,SITTING
938,SITTING
939,SITTING
940,SITTING
941,SITTING
942,SITTING
943,SITTING
944,SITTING
945,SITTING
946,SITTING
947,SITTING
948,SITTING
949,SITTING
950,SITTING
951,SITTING
952,SITTING
953,SITTING
954,SITTING
955,SITTING
956,SITTING
957,SITTING
958,SITTING
959,SITTING
960,SITTING
961,SITTING
962,SITTING
963,SITTING
964,SITTING
965,SITTING
966,SITTING
967,SITTING
968,SITTING
969,SITTING
970,SITTING
971,SITTING
972,SITTING
973,SITTING
974,SITTING
975,SITTING
976,SITTING
977,SITTING
978,SITTING
979,SITTING
980,SITTING
981,SITTING
982,SITTING
983,SITTING
984,SITTING
985,SITTING
986,SITTING
987,SITTING
988,SITTING
989,SITTING
990,SITTING
991,SITTING
992,SITTING
993,SITTING
994,SITTING
995,SITTING
996,SITTING
997,SITTING
998,SITTING
999,SITTING
1000,SITTING
1001,SITTING
1002,SITTING
1003,SITTING
1004,SITTING
1005,SITTING
1006,SITTING
1007,SITTING
1008,SITTING
1009,SITTING
1010,SITTING
1011,SITTING
1012,SITTING
1013,SITTING
1014,SITTING
1015,SITTING
1016,SITTING
1017,SITTING
1018,SITTING
1019,SITTING
1020,SITTING
1021,SITTING
1022,SITTING
1023,SITTING
1024,SITTING
1025,SITTING
1026,SITTING
1027,SITTING
1028,SITTING
1029,SITTING
1030,SITTING
1031,SITTING
1032,SITTING
1033,SITTING
1034,SITTING
1035,SITTING
1036,SITTING
1037,SITTING
1038,SITTING
1039,SITTING
1040,SITTING
1041,SITTING
1042,SITTING
1043,SITTING
1044,SITTING
1045,SITTING
1046,SITTING
1047,SITTING
1048,SITTING
1049,SITTING
1050,SITTING
1051,SITTING
1052,SITTING
1053,SITTING
1054,SITTING
1055,SITTING
1056,SITTING
1057,SITTING
1058,SITTING
1059,SITTING
1060,SITTING
1061,SITTING
1062,SITTING
1063,SITTING
1064,SITTING
1065,SITTING
1066,SITTING
1067,SITTING
1068,SITTING
1069,SITTING
1070,SITTING
1071,SITTING
1072,SITTING
1073,SITTING
1074,SITTING
1075,SITTING
1076,SITTING
1077,SITTING
1078,SITTING
1079,SITTING
1080,SITTING
1081,SITTING
1082,SITTING
1083,SITTING
1084,SITTING
1085,SITTING
1086,SITTING
1087,SITTING
1088,SITTING
1089,SITTING
1090,SITTING
1091,SITTING
1092,SITTING
1093,SITTING
1094,SITTING
1095,SITTING
1096,SITTING
1097,SITTING
1098,SITTING
1099,SITTING
1100,SITTING
1101,SITTING
1102,SITTING
1103,SITTING
1104,SITTING
1105,SITTING
1106,SITTING
1107,SITTING
1108,SITTING
1109,SITTING
1110,SITTING
1111,SITTING
1112,SITTING
1113,SITTING
1114,SITTING
1115,SITTING
1116,SITTING
1117,SITTING
1118,SITTING
1119,SITTING
1120,SITTING
1121,SITTING
1122,SITTING
1123,SITTING
1124,SITTING
1125,SITTING
1126,SITTING
1127,SITTING
1128,SITTING
1129,SITTING
1130,SITTING
1131,SITTING
1132,SITTING
1133,SITTING
1134,SITTING
1135,SITTING
1136,SITTING
1137,SITTING
1138,SITTING
1139,SITTING
1140,SITTING
1141,SITTING
1142,SITTING
1143,SITTING
1144,SITTING
1145,SITTING
1146,SITTING
1147,SITTING
1148,SITTING
1149,SITTING
1150,SITTING
1151,SITTING
1152,SITTING
1153,SITTING
1154,SITTING
1155,SITTING
1156,SITTING
1157,SITTING
1158,SITTING
1159,SITTING
1160,SITTING
1161,SITTING
1162,SITTING
1163,SITTING
1164,SITTING
1165,SITTING
1166,SITTING
1167,SITTING
1168,SITTING
1169,SITTING
1170,SITTING
1171,SITTING
1172,SITTING
1173,SITTING
1174,SITTING
1175,SITTING
1176,SITTING
1177,SITTING
1178,SITTING
1179,SITTING
1180,SITTING
1181,SITTING
1182,SITTING
1183,SITTING
1184,SITTING
1185,SITTING
1186,SITTING
1187,SITTING
1188,SITTING
1189,SITTING
1190,SITTING
1191,SITTING
1192,SITTING
1193,SITTING
1194,SITTING
1195,SITTING
1196,SITTING
1197,SITTING
1198,SITTING
1199,SITTING
1200,SITTING
1201,SITTING
1202,SITTING
1203,SITTING
1204,SITTING
1205,SITTING
1206,SITTING
1207,SITTING
1208,SITTING
1209,SITTING
1210,SITTING
1211,SITTING
1212,SITTING
1213,SITTING
1214,SITTING
1215,SITTING
1216,SITTING
1217,SITTING
1218,SITTING
1219,SITTING
1220,SITTING
1221,SITTING
1222,SITTING
1223,SITTING
1224,SITTING
1225,SITTING
1226,SITTING
1227,SITTING
1228,SITTING
1229,SITTING
1230,SITTING
1231,SITTING
1232,SITTING
1233,SITTING
1234,SITTING
1235,SITTING
1236,SITTING
1237,SITTING
1238,SITTING
1239,SITTING
1240,SITTING
1241,SITTING
1242,SITTING
1243,SITTING
1244,SITTING
1245,SITTING
1246,SITTING
1247,SITTING
1248,SITTING
1249,SITTING
1250,SITTING
1251,SITTING
1252,SITTING
1253,SITTING
1254,SITTING
1255,SITTING
1256,SITTING
1257,SITTING
1258,SITTING
1259,SITTING
1260,SITTING
1261,SITTING
1262,SITTING
1263,SITTING
1264,SITTING
1265,SITTING
1266,SITTING
1267,SITTING
1268,SITTING
1269,SITTING
1270,SITTING
1271,SITTING
1272,SITTING
1273,SITTING
1274,SITTING
1275,SITTING
1276,SITTING
1277,SITTING
1278,SITTING
1279,SITTING
1280,SITTING
1281,SITTING
1282,SITTING
1283,SITTING
1284,SITTING
1285,SITTING
1286,SITTING
1287,SITTING
1288,SITTING
1289,SITTING
1290,SITTING
1291,SITTING
1292,SITTING
1293,SITTING
1294,SITTING
1295,SITTING
1296,SITTING
1297,SITTING
1298,SITTING
1299,SITTING
1300,SITTING
1301,SITTING
1302,SITTING
1303,SITTING
1304,SITTING
1305,SITTING
1306,SITTING
1307,SITTING
1308,SITTING
1309,SITTING
1310,SITTING
1311,SITTING
1312,SITTING
1313,SITTING
1314,SITTING
1315,SITTING
1316,SITTING
1317,SITTING
1318,SITTING
1319,SITTING
1320,SITTING
1321,SITTING
1322,SITTING
1323,SITTING
1324,SITTING
1325,SITTING
1326,SITTING
1327,SITTING
1328,SITTING
1329,SITTING
1330,SITTING
1331,SITTING
1332,SITTING
1333,SITTING
1334,SITTING
1335,SITTING
1336,SITTING
1337,SITTING
1338,SITTING
1339,SITTING
1340,SITTING
1341,SITTING
1342,SITTING
1343,SITTING
1344,SITTING
1345,SITTING
1346,SITTING
1347,SITTING
1348,SITTING
1349,SITTING
1350,SITTING
1351,SITTING
1352,SITTING
1353,SITTING
1354,SITTING
1355,SITTING
1356,SITTING
1357,SITTING
1358,SITTING
1359,SITTING
1360,SITTING
1361,SITTING
1362,SITTING
1363,SITTING
1364,SITTING
1365,SITTING
1366,SITTING
1367,SITTING
1368,SITTING
1369,SITTING
1370,SITTING
1371,SITTING
1372,SITTING
1373,SITTING
1374,SITTING
1375,SITTING
1376,SITTING
1377,SITTING
1378,SITTING
1379,SITTING
1380,SITTING
1381,SITTING
1382,SITTING
1383,SITTING
1384,SITTING
1385,SITTING
1386,SITTING
1387,SITTING
1388,SITTING
1389,SITTING
1390,SITTING
1391,SITTING
1392,SITTING
1393,SITTING
1394,SITTING
1395,SITTING
1396,SITTING
1397,SITTING
1398,SITTING
1399,SITTING
1400,SITTING
1401,SITTING
1402,SITTING
1403,SITTING
1404,SITTING
1405,SITTING
1406,SITTING
1407,SITTING
1408,SITTING
1409,SITTING
1410,SITTING
1411,SITTING
1412,SITTING
1413,SITTING
1414,SITTING
1415,SITTING
1416,SITTING
1417,SITTING
1418,SITTING
1419,SITTING
1420,SITTING
1421,SITTING
1422,SITTING
1423,SITTING
1424,SITTING
1425,SITTING
1426,SITTING
1427,SITTING
1428,SITTING
1429,SITTING
1430,SITTING
1431,SITTING
1432,SITTING
1433,SITTING
1434,SITTING
1435,SITTING
1436,SITTING
1437,SITTING
1438,SITTING
1439,SITTING
1440,SITTING
1441,SITTING
1442,SITTING
1443,SITTING
1444,SITTING
1445,SITTING
1446,SITTING
1447,SITTING
1448,SITTING
1449,SITTING
1450,SITTING
1451,SITTING
1452,SITTING
1453,SITTING
1454,SITTING
1455,SITTING
1456,SITTING
1457,SITTING
1458,SITTING
1459,SITTING
1460,SITTING
1461,SITTING
1462,SITTING
1463,SITTING
1464,SITTING
1465,SITTING
1466,SITTING
1467,SITTING
1468,SITTING
1469,SITTING
1470,SITTING
1471,SITTING
1472,SITTING
1473,SITTING
1474,SITTING
1475,SITTING
1476,SITTING
1477,SITTING
1478,SITTING
1479,SITTING
1480,SITTING
1481,SITTING
1482,SITTING
1483,SITTING
1484,SITTING
1485,SITTING
1486,SITTING
1487,SITTING
1488,SITTING
1489,SITTING
1490,SITTING
1491,SITTING
1492,SITTING
1493,SITTING
1494,SITTING
1495,SITTING
1496,SITTING
1497,SITTING
1498,SITTING
1499,SITTING
1500,SITTING
1501,SITTING
1502,SITTING
1503,SITTING
1504,SITTING
1505,SITTING
1506,SITTING
1507,SITTING
1508,SITTING
1509,SITTING
1510,SITTING
1511,SITTING
1512,SITTING
1513,SITTING
1514,SITTING
1515,SITTING
1516,SITTING
1517,SITTING
1518,SITTING
1519,SITTING
1520,SITTING
1521,SITTING
1522,SITTING
1523,SITTING
1524,SITTING
1525,SITTING
1526,SITTING
1527,SITTING
1528,SITTING
1529,SITTING
1530,SITTING
1531,SITTING
1532,SITTING
1533,SITTING
1534,SITTING
1535,SITTING
1536,SITTING
1537,SITTING
1538,SITTING
1539,SITTING
1540,SITTING
1541,SITTING
1542,SITTING
1543,SITTING
1544,SITTING
1545,SITTING
1546,SITTING
1547,SITTING
1548,SITTING
1549,SITTING
1550,SITTING
1551,SITTING
1552,SITTING
1553,SITTING
1554,SITTING
1555,SITTING
1556,SITTING
1557,SITTING
1558,SITTING
1559,SITTING
1560,SITTING
1561,SITTING
1562,SITTING
1563,SITTING
1564,SITTING
1565,SITTING
1566,SITTING
1567,SITTING
1568,SITTING
1569,SITTING
1570,SITTING
1571,SITTING
1572,SITTING
1573,SITTING
1574,SITTING
1575,SITTING
1576,SITTING
1577,SITTING
1578,SITTING
1579,SITTING
1580,SITTING
1581,SITTING
1582,SITTING
1583,SITTING
1584,SITTING
1585,SITTING
1586,SITTING
1587,SITTING
1588,SITTING
1589,SITTING
1590,SITTING
1591,SITTING
1592,SITTING
1593,SITTING
1594,SITTING
1595,SITTING
1596,SITTING
1597,SITTING
1598,SITTING
1599,SITTING
1600,SITTING
1601,SITTING
1602,SITTING
1603,SITTING
1604,SITTING
1605,SITTING
1606,SITTING
1607,SITTING
1608,SITTING
1609,SITTING
1610,SITTING
1611,SITTING
1612,SITTING
1613,SITTING
1614,SITTING
1615,SITTING
1616,SITTING
1617,SITTING
1618,SITTING
1619,SITTING
1620,SITTING
1621,SITTING
1622,SITTING
1623,SITTING
1624,SITTING
1625,SITTING
1626,SITTING
1627,SITTING
1628,SITTING
1629,SITTING
1630,SITTING
1631,SITTING
1632,SITTING
1633,SITTING
1634,SITTING
1635,SITTING
1636,SITTING
1637,SITTING
1638,SITTING
1639,SITTING
1640,SITTING
1641,SITTING
1642,SITTING
1643,SITTING
1644,SITTING
1645,SITTING
1646,SITTING
1647,SITTING
1648,SITTING
1649,SITTING
1650,SITTING
1651,SITTING
1652,SITTING
1653,SITTING
1654,SITTING
1655,SITTING
1656,SITTING
1657,SITTING
1658,SITTING
1659,SITTING
1660,SITTING
1661,SITTING
1662,SITTING
1663,SITTING
1664,SITTING
1665,SITTING
1666,SITTING
1667,SITTING
1668,SITTING
1669,SITTING
1670,SITTING
1671,SITTING
1672,SITTING
1673,SITTING
1674,SITTING
1675,SITTING
1676,SITTING
1677,SITTING
1678,SITTING
1679,SITTING
1680,SITTING
1681,SITTING
1682,SITTING
1683,SITTING
1684,SITTING
1685,SITTING
1686,SITTING
1687,SITTING
1688,SITTING
1689,SITTING
1690,SITTING
1691,SITTING
1692,SITTING
1693,SITTING
1694,SITTING
1695,SITTING
1696,SITTING
1697,SITTING
1698,SITTING
1699,SITTING
1700,SITTING
1701,SITTING
1702,SITTING
1703,SITTING
1704,SITTING
1705,SITTING
1706,SITTING
1707,SITTING
1708,SITTING
1709,SITTING
1710,SITTING
1711,SITTING
1712,SITTING
1713,SITTING
1714,SITTING
1715,SITTING
1716,SITTING
1717,SITTING
1718,SITTING
1719,SITTING
1720,SITTING
1721,SITTING
1722,SITTING
1723,SITTING
1724,SITTING
1725,SITTING
1726,SITTING
1727,SITTING
1728,SITTING
1729,SITTING
1730,SITTING
1731,SITTING
1732,SITTING
1733,SITTING
1734,SITTING
1735,SITTING
1736,SITTING
1737,SITTING
1738,SITTING
1739,SITTING
1740,SITTING
1741,SITTING
1742,SITTING
1743,SITTING
1744,SITTING
1745,SITTING
1746,SITTING
1747,SITTING
1748,SITTING
1749,SITTING
1750,SITTING
1751,SITTING
1752,SITTING
1753,SITTING
1754,SITTING
1755,SITTING
1756,SITTING
1757,SITTING
1758,SITTING
1759,SITTING
1760,SITTING
1761,SITTING
1762,SITTING
1763,SITTING
1764,SITTING
1765,SITTING
1766,SITTING
1767,SITTING
1768,SITTING
1769,SITTING
1770,SITTING
1771,SITTING
1772,SITTING
1773,SITTING
1774,SITTING
1775,SITTING
1776,SITTING
1777,SITTING
1778,SITTING
1779,SITTING
1780,SITTING
1781,SITTING
1782,SITTING
1783,SITTING
1784,SITTING
1785,SITTING
1786,SITTING
1787,SITTING
1788,SITTING
1789,SITTING
1790,SITTING
1791,SITTING
1792,SITTING
1793,SITTING
1794,SITTING
1795,SITTING
1796,SITTING
1797,SITTING
1798,SITTING
1799,SITTING
1800,SITTING
1801,SITTING
1802,SITTING
1803,SITTING
1804,SITTING
1805,SITTING
1806,SITTING
1807,SITTING
1808,SITTING
1809,SITTING
1810,SITTING
1811,SITTING
1812,SITTING
1813,SITTING
1814,SITTING
1815,SITTING
1816,SITTING
1817,SITTING
1818,SITTING
1819,SITTING
1820,SITTING
1821,SITTING
1822,SITTING
1823,SITTING
1824,SITTING
1825,SITTING
1826,SITTING
1827,SITTING
1828,SITTING
1829,SITTING
1830,SITTING
1831,SITTING
1832,SITTING
1833,SITTING
1834,SITTING
1835,SITTING
1836,SITTING
1837,SITTING
1838,SITTING
1839,SITTING
1840,SITTING
1841,SITTING
1842,SITTING
1843,SITTING
1844,SITTING
1845,SITTING
1846,SITTING
1847,SITTING
1848,SITTING
1849,SITTING
1850,SITTING
1851,SITTING
1852,SITTING
1853,SITTING
1854,SITTING
1855,SITTING
1856,SITTING
1857,SITTING
1858,SITTING
1859,SITTING
1860,SITTING
1861,SITTING
1862,SITTING
1863,SITTING
1864,SITTING
1865,SITTING
1866,SITTING
1867,SITTING
1868,SITTING
1869,SITTING
1870,SITTING
1871,SITTING
1872,SITTING
1873,SITTING
